store,item,date,predicted_sales
8,14,2018-01-04,56.77
8,15,2018-01-04,86.15
8,16,2018-01-04,24.33
8,17,2018-01-04,33.49
8,18,2018-01-04,81.54
8,19,2018-01-04,42.52
8,20,2018-01-04,48.99
8,21,2018-01-04,43.75
8,22,2018-01-04,74.56
8,23,2018-01-04,31.14
8,24,2018-01-04,68.07
8,25,2018-01-04,79.53
8,26,2018-01-04,46.74
8,27,2018-01-04,21.95
8,28,2018-01-04,82.51
8,29,2018-01-04,69.44
8,30,2018-01-04,37.18
8,31,2018-01-04,58.86
8,32,2018-01-04,46.64
8,33,2018-01-04,67.29
8,34,2018-01-04,29.31
8,35,2018-01-04,64.4
8,36,2018-01-04,77.44
8,37,2018-01-04,30.11
8,38,2018-01-04,81.06
8,39,2018-01-04,46.97
8,40,2018-01-04,28.34
8,41,2018-01-04,24.36
8,42,2018-01-04,37.42
8,43,2018-01-04,52.27
8,44,2018-01-04,31.42
8,45,2018-01-04,75.33
8,46,2018-01-04,59.2
8,47,2018-01-04,20.92
8,48,2018-01-04,55.29
8,49,2018-01-04,31.5
8,50,2018-01-04,65.59
9,1,2018-01-04,18.01
9,2,2018-01-04,51.11
9,3,2018-01-04,32.04
9,4,2018-01-04,18.63
9,5,2018-01-04,16.83
9,6,2018-01-04,50.19
9,7,2018-01-04,56.03
9,8,2018-01-04,67.8
9,9,2018-01-04,46.97
9,10,2018-01-04,62.33
9,11,2018-01-04,64.76
9,12,2018-01-04,60.73
9,13,2018-01-04,69.01
9,14,2018-01-04,49.28
9,15,2018-01-04,71.14
9,16,2018-01-04,22.22
9,17,2018-01-04,28.38
9,18,2018-01-04,69.15
9,19,2018-01-04,37.79
9,20,2018-01-04,39.92
9,21,2018-01-04,33.71
9,22,2018-01-04,70.38
9,23,2018-01-04,24.62
9,24,2018-01-04,57.87
9,25,2018-01-04,74.3
9,26,2018-01-04,40.3
9,27,2018-01-04,20.18
9,28,2018-01-04,73.26
9,29,2018-01-04,63.44
9,30,2018-01-04,35.4
9,31,2018-01-04,52.03
9,32,2018-01-04,39.61
9,33,2018-01-04,58.51
9,34,2018-01-04,22.32
9,35,2018-01-04,59.07
9,36,2018-01-04,64.91
9,37,2018-01-04,27.07
9,38,2018-01-04,68.4
9,39,2018-01-04,40.46
9,40,2018-01-04,25.31
9,41,2018-01-04,17.79
9,42,2018-01-04,30.97
9,43,2018-01-04,47.2
9,44,2018-01-04,24.04
9,45,2018-01-04,67.89
9,46,2018-01-04,51.32
9,47,2018-01-04,19.77
9,48,2018-01-04,41.71
9,49,2018-01-04,25.33
9,50,2018-01-04,55.71
10,1,2018-01-04,18.41
10,2,2018-01-04,49.08
10,3,2018-01-04,31.95
10,4,2018-01-04,20.84
10,5,2018-01-04,16.62
10,6,2018-01-04,51.39
10,7,2018-01-04,52.56
10,8,2018-01-04,65.58
10,9,2018-01-04,43.92
10,10,2018-01-04,64.71
10,11,2018-01-04,65.03
10,12,2018-01-04,65.66
10,13,2018-01-04,71.35
10,14,2018-01-04,51.68
10,15,2018-01-04,80.72
10,16,2018-01-04,23.71
10,17,2018-01-04,30.93
10,18,2018-01-04,73.24
10,19,2018-01-04,34.64
10,20,2018-01-04,42.1
10,21,2018-01-04,36.56
10,22,2018-01-04,72.2
10,23,2018-01-04,30.47
10,24,2018-01-04,63.24
10,25,2018-01-04,74.48
10,26,2018-01-04,42.76
10,27,2018-01-04,21.4
10,28,2018-01-04,77.58
10,29,2018-01-04,65.35
10,30,2018-01-04,34.69
10,31,2018-01-04,52.95
10,32,2018-01-04,37.39
10,33,2018-01-04,63.04
10,34,2018-01-04,23.89
10,35,2018-01-04,57.73
10,36,2018-01-04,69.78
10,37,2018-01-04,29.38
10,38,2018-01-04,72.46
10,39,2018-01-04,39.23
10,40,2018-01-04,28.29
10,41,2018-01-04,19.48
10,42,2018-01-04,33.09
10,43,2018-01-04,47.96
10,44,2018-01-04,28.93
10,45,2018-01-04,70.43
10,46,2018-01-04,54.58
10,47,2018-01-04,16.72
10,48,2018-01-04,43.66
10,49,2018-01-04,28.43
10,50,2018-01-04,62.11
1,1,2018-01-05,17.93
1,2,2018-01-05,49.42
1,3,2018-01-05,27.25
1,4,2018-01-05,16.89
1,5,2018-01-05,15.35
1,6,2018-01-05,47.1
1,7,2018-01-05,48.72
1,8,2018-01-05,57.99
1,9,2018-01-05,40.84
1,10,2018-01-05,60.59
1,11,2018-01-05,51.58
1,12,2018-01-05,53.4
1,13,2018-01-05,65.61
1,14,2018-01-05,45.29
1,15,2018-01-05,67.9
1,16,2018-01-05,21.73
1,17,2018-01-05,27.7
1,18,2018-01-05,67.04
1,19,2018-01-05,34.27
1,20,2018-01-05,41.89
1,21,2018-01-05,30.2
1,22,2018-01-05,63.23
1,23,2018-01-05,22.66
1,24,2018-01-05,46.98
1,25,2018-01-05,61.38
1,26,2018-01-05,40.89
1,27,2018-01-05,18.74
1,28,2018-01-05,67.66
1,29,2018-01-05,54.55
1,30,2018-01-05,30.74
1,31,2018-01-05,43.41
1,32,2018-01-05,34.53
1,33,2018-01-05,55.21
1,34,2018-01-05,23.5
1,35,2018-01-05,53.34
1,36,2018-01-05,60.69
1,37,2018-01-05,19.33
1,38,2018-01-05,61.6
1,39,2018-01-05,35.02
1,40,2018-01-05,23.64
1,41,2018-01-05,18.28
1,42,2018-01-05,25.79
1,43,2018-01-05,40.2
1,44,2018-01-05,24.37
1,45,2018-01-05,63.81
1,46,2018-01-05,46.88
1,47,2018-01-05,17.01
1,48,2018-01-05,42.28
1,49,2018-01-05,22.48
1,50,2018-01-05,52.93
2,1,2018-01-05,23.79
2,2,2018-01-05,66.84
2,3,2018-01-05,40.12
2,4,2018-01-05,24.9
2,5,2018-01-05,20.67
2,6,2018-01-05,63.87
2,7,2018-01-05,63.15
2,8,2018-01-05,82.22
2,9,2018-01-05,55.74
2,10,2018-01-05,80.18
2,11,2018-01-05,80.16
2,12,2018-01-05,77.05
2,13,2018-01-05,93.15
2,14,2018-01-05,64.4
2,15,2018-01-05,95.21
2,16,2018-01-05,24.74
2,17,2018-01-05,37.27
2,18,2018-01-05,87.02
2,19,2018-01-05,43.61
2,20,2018-01-05,50.76
2,21,2018-01-05,42.65
2,22,2018-01-05,85.84
2,23,2018-01-05,34.4
2,24,2018-01-05,68.8
2,25,2018-01-05,89.04
2,26,2018-01-05,57.61
2,27,2018-01-05,26.26
2,28,2018-01-05,95.36
2,29,2018-01-05,80.82
2,30,2018-01-05,44.94
2,31,2018-01-05,64.6
2,32,2018-01-05,51.83
2,33,2018-01-05,71.73
2,34,2018-01-05,27.34
2,35,2018-01-05,68.48
2,36,2018-01-05,84.44
2,37,2018-01-05,31.34
2,38,2018-01-05,90.31
2,39,2018-01-05,46.92
2,40,2018-01-05,35.54
2,41,2018-01-05,24.24
2,42,2018-01-05,46.99
2,43,2018-01-05,57.4
2,44,2018-01-05,32.62
2,45,2018-01-05,91.03
2,46,2018-01-05,64.67
2,47,2018-01-05,24.35
2,48,2018-01-05,57.07
2,49,2018-01-05,34.25
2,50,2018-01-05,68.42
3,1,2018-01-05,21.68
3,2,2018-01-05,59.64
3,3,2018-01-05,35.06
3,4,2018-01-05,22.1
3,5,2018-01-05,18.8
3,6,2018-01-05,55.6
3,7,2018-01-05,57.75
3,8,2018-01-05,71.6
3,9,2018-01-05,49.95
3,10,2018-01-05,65.38
3,11,2018-01-05,69.46
3,12,2018-01-05,69.44
3,13,2018-01-05,82.39
3,14,2018-01-05,61.99
3,15,2018-01-05,85.94
3,16,2018-01-05,28.3
3,17,2018-01-05,33.96
3,18,2018-01-05,79.82
3,19,2018-01-05,38.29
3,20,2018-01-05,47.3
3,21,2018-01-05,39.79
3,22,2018-01-05,78.83
3,23,2018-01-05,31.85
3,24,2018-01-05,75.89
3,25,2018-01-05,77.31
3,26,2018-01-05,44.6
3,27,2018-01-05,24.61
3,28,2018-01-05,80.54
3,29,2018-01-05,70.23
3,30,2018-01-05,39.91
3,31,2018-01-05,59.38
3,32,2018-01-05,46.33
3,33,2018-01-05,72.3
3,34,2018-01-05,27.01
3,35,2018-01-05,67.14
3,36,2018-01-05,78.56
3,37,2018-01-05,29.16
3,38,2018-01-05,76.67
3,39,2018-01-05,48.27
3,40,2018-01-05,28.91
3,41,2018-01-05,21.63
3,42,2018-01-05,37.16
3,43,2018-01-05,45.29
3,44,2018-01-05,29.61
3,45,2018-01-05,79.09
3,46,2018-01-05,57.44
3,47,2018-01-05,20.86
3,48,2018-01-05,53.25
3,49,2018-01-05,30.73
3,50,2018-01-05,61.2
4,1,2018-01-05,19.95
4,2,2018-01-05,50.82
4,3,2018-01-05,35.54
4,4,2018-01-05,23.94
4,5,2018-01-05,17.09
4,6,2018-01-05,52.73
4,7,2018-01-05,53.87
4,8,2018-01-05,66.8
4,9,2018-01-05,48.45
4,10,2018-01-05,65.09
4,11,2018-01-05,67.65
4,12,2018-01-05,67.58
4,13,2018-01-05,79.73
4,14,2018-01-05,52.76
4,15,2018-01-05,81.96
4,16,2018-01-05,21.48
4,17,2018-01-05,27.45
4,18,2018-01-05,77.28
4,19,2018-01-05,40.14
4,20,2018-01-05,42.5
4,21,2018-01-05,36.86
4,22,2018-01-05,74.85
4,23,2018-01-05,22.88
4,24,2018-01-05,58.22
4,25,2018-01-05,76.18
4,26,2018-01-05,41.92
4,27,2018-01-05,20.05
4,28,2018-01-05,78.63
4,29,2018-01-05,64.71
4,30,2018-01-05,38.78
4,31,2018-01-05,56.1
4,32,2018-01-05,39.81
4,33,2018-01-05,62.37
4,34,2018-01-05,25.42
4,35,2018-01-05,60.29
4,36,2018-01-05,71.72
4,37,2018-01-05,28.92
4,38,2018-01-05,71.74
4,39,2018-01-05,40.32
4,40,2018-01-05,26.49
4,41,2018-01-05,19.77
4,42,2018-01-05,32.76
4,43,2018-01-05,47.99
4,44,2018-01-05,28.08
4,45,2018-01-05,70.41
4,46,2018-01-05,55.85
4,47,2018-01-05,22.14
4,48,2018-01-05,49.99
4,49,2018-01-05,26.94
4,50,2018-01-05,60.8
5,1,2018-01-05,15.99
5,2,2018-01-05,36.79
5,3,2018-01-05,25.89
5,4,2018-01-05,13.46
5,5,2018-01-05,11.18
5,6,2018-01-05,36.92
5,7,2018-01-05,38.44
5,8,2018-01-05,50.67
5,9,2018-01-05,36.69
5,10,2018-01-05,48.35
5,11,2018-01-05,46.37
5,12,2018-01-05,44.2
5,13,2018-01-05,54.07
5,14,2018-01-05,44.53
5,15,2018-01-05,63.55
5,16,2018-01-05,16.88
5,17,2018-01-05,19.36
5,18,2018-01-05,59.87
5,19,2018-01-05,25.05
5,20,2018-01-05,30.75
5,21,2018-01-05,23.46
5,22,2018-01-05,51.91
5,23,2018-01-05,17.46
5,24,2018-01-05,40.29
5,25,2018-01-05,54.08
5,26,2018-01-05,28.18
5,27,2018-01-05,14.7
5,28,2018-01-05,64.6
5,29,2018-01-05,43.65
5,30,2018-01-05,29.18
5,31,2018-01-05,39.57
5,32,2018-01-05,30.97
5,33,2018-01-05,43.42
5,34,2018-01-05,16.4
5,35,2018-01-05,43.62
5,36,2018-01-05,50.53
5,37,2018-01-05,19.35
5,38,2018-01-05,56.85
5,39,2018-01-05,30.93
5,40,2018-01-05,18.62
5,41,2018-01-05,13.42
5,42,2018-01-05,24.25
5,43,2018-01-05,32.95
5,44,2018-01-05,18.97
5,45,2018-01-05,53.51
5,46,2018-01-05,40.78
5,47,2018-01-05,16.01
5,48,2018-01-05,36.56
5,49,2018-01-05,17.01
5,50,2018-01-05,40.5
6,1,2018-01-05,12.67
6,2,2018-01-05,39.68
6,3,2018-01-05,27.06
6,4,2018-01-05,12.18
6,5,2018-01-05,10.68
6,6,2018-01-05,36.64
6,7,2018-01-05,41.82
6,8,2018-01-05,51.21
6,9,2018-01-05,39.91
6,10,2018-01-05,49.73
6,11,2018-01-05,45.9
6,12,2018-01-05,45.71
6,13,2018-01-05,54.74
6,14,2018-01-05,37.13
6,15,2018-01-05,55.12
6,16,2018-01-05,18.61
6,17,2018-01-05,21.71
6,18,2018-01-05,52.21
6,19,2018-01-05,25.36
6,20,2018-01-05,33.37
6,21,2018-01-05,28.39
6,22,2018-01-05,52.5
6,23,2018-01-05,20.67
6,24,2018-01-05,42.12
6,25,2018-01-05,55.08
6,26,2018-01-05,32.14
6,27,2018-01-05,13.27
6,28,2018-01-05,58.34
6,29,2018-01-05,40.97
6,30,2018-01-05,26.63
6,31,2018-01-05,35.87
6,32,2018-01-05,28.54
6,33,2018-01-05,45.1
6,34,2018-01-05,16.02
6,35,2018-01-05,43.06
6,36,2018-01-05,51.24
6,37,2018-01-05,17.96
6,38,2018-01-05,55.67
6,39,2018-01-05,26.97
6,40,2018-01-05,21.03
6,41,2018-01-05,14.29
6,42,2018-01-05,24.3
6,43,2018-01-05,31.81
6,44,2018-01-05,18.65
6,45,2018-01-05,50.45
6,46,2018-01-05,42.66
6,47,2018-01-05,15.66
6,48,2018-01-05,30.21
6,49,2018-01-05,18.65
6,50,2018-01-05,42.03
7,1,2018-01-05,14.3
7,2,2018-01-05,34.5
7,3,2018-01-05,23.76
7,4,2018-01-05,12.83
7,5,2018-01-05,11.22
7,6,2018-01-05,34.51
7,7,2018-01-05,40.09
7,8,2018-01-05,51.0
7,9,2018-01-05,29.94
7,10,2018-01-05,44.04
7,11,2018-01-05,42.42
7,12,2018-01-05,42.27
7,13,2018-01-05,48.31
7,14,2018-01-05,36.62
7,15,2018-01-05,52.69
7,16,2018-01-05,15.49
7,17,2018-01-05,18.36
7,18,2018-01-05,52.61
7,19,2018-01-05,24.99
7,20,2018-01-05,30.43
7,21,2018-01-05,25.49
7,22,2018-01-05,52.14
7,23,2018-01-05,13.72
7,24,2018-01-05,42.73
7,25,2018-01-05,50.02
7,26,2018-01-05,26.8
7,27,2018-01-05,13.11
7,28,2018-01-05,54.02
7,29,2018-01-05,45.67
7,30,2018-01-05,25.57
7,31,2018-01-05,36.52
7,32,2018-01-05,28.27
7,33,2018-01-05,45.01
7,34,2018-01-05,16.22
7,35,2018-01-05,40.38
7,36,2018-01-05,46.52
7,37,2018-01-05,17.49
7,38,2018-01-05,45.19
7,39,2018-01-05,23.37
7,40,2018-01-05,17.63
7,41,2018-01-05,13.76
7,42,2018-01-05,22.29
7,43,2018-01-05,32.93
7,44,2018-01-05,18.19
7,45,2018-01-05,50.72
7,46,2018-01-05,35.41
7,47,2018-01-05,13.41
7,48,2018-01-05,34.19
7,49,2018-01-05,16.45
7,50,2018-01-05,38.83
8,1,2018-01-05,26.19
8,2,2018-01-05,65.02
8,3,2018-01-05,42.98
8,4,2018-01-05,20.84
8,5,2018-01-05,20.86
8,6,2018-01-05,64.14
8,7,2018-01-05,63.24
8,8,2018-01-05,77.53
8,9,2018-01-05,56.93
8,10,2018-01-05,72.72
8,11,2018-01-05,73.4
8,12,2018-01-05,71.64
8,13,2018-01-05,80.67
8,14,2018-01-05,61.88
8,15,2018-01-05,91.03
8,16,2018-01-05,24.18
8,17,2018-01-05,34.92
8,18,2018-01-05,84.77
8,19,2018-01-05,44.34
8,20,2018-01-05,51.28
8,21,2018-01-05,45.0
8,22,2018-01-05,76.33
8,23,2018-01-05,34.08
8,24,2018-01-05,72.88
8,25,2018-01-05,83.09
8,26,2018-01-05,50.35
8,27,2018-01-05,24.63
8,28,2018-01-05,85.0
8,29,2018-01-05,75.29
8,30,2018-01-05,37.66
8,31,2018-01-05,64.68
8,32,2018-01-05,45.43
8,33,2018-01-05,69.46
8,34,2018-01-05,32.21
8,35,2018-01-05,68.19
8,36,2018-01-05,82.5
8,37,2018-01-05,32.06
8,38,2018-01-05,81.34
8,39,2018-01-05,47.12
8,40,2018-01-05,30.81
8,41,2018-01-05,24.49
8,42,2018-01-05,38.71
8,43,2018-01-05,54.65
8,44,2018-01-05,32.88
8,45,2018-01-05,84.98
8,46,2018-01-05,61.48
8,47,2018-01-05,21.79
8,48,2018-01-05,57.64
8,49,2018-01-05,32.54
8,50,2018-01-05,67.66
9,1,2018-01-05,19.66
9,2,2018-01-05,55.05
9,3,2018-01-05,33.64
9,4,2018-01-05,19.98
9,5,2018-01-05,18.39
9,6,2018-01-05,52.61
9,7,2018-01-05,54.85
9,8,2018-01-05,73.64
9,9,2018-01-05,48.01
9,10,2018-01-05,67.18
9,11,2018-01-05,66.97
9,12,2018-01-05,64.69
9,13,2018-01-05,74.21
9,14,2018-01-05,51.26
9,15,2018-01-05,80.75
9,16,2018-01-05,22.76
9,17,2018-01-05,29.83
9,18,2018-01-05,72.35
9,19,2018-01-05,40.17
9,20,2018-01-05,42.66
9,21,2018-01-05,35.1
9,22,2018-01-05,71.99
9,23,2018-01-05,25.81
9,24,2018-01-05,63.07
9,25,2018-01-05,74.48
9,26,2018-01-05,41.76
9,27,2018-01-05,21.74
9,28,2018-01-05,78.0
9,29,2018-01-05,67.4
9,30,2018-01-05,39.87
9,31,2018-01-05,56.61
9,32,2018-01-05,41.68
9,33,2018-01-05,61.9
9,34,2018-01-05,20.74
9,35,2018-01-05,65.57
9,36,2018-01-05,73.68
9,37,2018-01-05,28.05
9,38,2018-01-05,73.52
9,39,2018-01-05,42.9
9,40,2018-01-05,25.05
9,41,2018-01-05,17.31
9,42,2018-01-05,31.67
9,43,2018-01-05,51.07
9,44,2018-01-05,25.12
9,45,2018-01-05,72.67
9,46,2018-01-05,51.76
9,47,2018-01-05,20.82
9,48,2018-01-05,44.71
9,49,2018-01-05,25.62
9,50,2018-01-05,61.41
10,1,2018-01-05,22.11
10,2,2018-01-05,51.39
10,3,2018-01-05,34.62
10,4,2018-01-05,20.44
10,5,2018-01-05,18.2
10,6,2018-01-05,54.91
10,7,2018-01-05,55.31
10,8,2018-01-05,69.55
10,9,2018-01-05,48.32
10,10,2018-01-05,69.15
10,11,2018-01-05,69.77
10,12,2018-01-05,70.6
10,13,2018-01-05,76.12
10,14,2018-01-05,51.14
10,15,2018-01-05,85.82
10,16,2018-01-05,24.29
10,17,2018-01-05,32.98
10,18,2018-01-05,81.48
10,19,2018-01-05,37.52
10,20,2018-01-05,45.26
10,21,2018-01-05,38.75
10,22,2018-01-05,76.45
10,23,2018-01-05,32.25
10,24,2018-01-05,64.45
10,25,2018-01-05,76.97
10,26,2018-01-05,44.53
10,27,2018-01-05,21.74
10,28,2018-01-05,82.84
10,29,2018-01-05,70.92
10,30,2018-01-05,38.59
10,31,2018-01-05,55.92
10,32,2018-01-05,39.46
10,33,2018-01-05,67.92
10,34,2018-01-05,23.63
10,35,2018-01-05,62.42
10,36,2018-01-05,73.35
10,37,2018-01-05,29.48
10,38,2018-01-05,77.0
10,39,2018-01-05,41.32
10,40,2018-01-05,29.47
10,41,2018-01-05,20.04
10,42,2018-01-05,32.91
10,43,2018-01-05,49.86
10,44,2018-01-05,28.53
10,45,2018-01-05,71.49
10,46,2018-01-05,60.51
10,47,2018-01-05,18.58
10,48,2018-01-05,50.81
10,49,2018-01-05,31.04
10,50,2018-01-05,65.98
1,1,2018-01-06,20.47
1,2,2018-01-06,53.35
1,3,2018-01-06,28.67
1,4,2018-01-06,17.09
1,5,2018-01-06,17.43
1,6,2018-01-06,48.21
1,7,2018-01-06,50.86
1,8,2018-01-06,62.85
1,9,2018-01-06,41.34
1,10,2018-01-06,63.99
1,11,2018-01-06,56.25
1,12,2018-01-06,56.15
1,13,2018-01-06,68.22
1,14,2018-01-06,47.79
1,15,2018-01-06,71.92
1,16,2018-01-06,24.72
1,17,2018-01-06,30.45
1,18,2018-01-06,71.4
1,19,2018-01-06,33.78
1,20,2018-01-06,41.87
1,21,2018-01-06,31.59
1,22,2018-01-06,66.35
1,23,2018-01-06,27.02
1,24,2018-01-06,51.88
1,25,2018-01-06,67.8
1,26,2018-01-06,45.41
1,27,2018-01-06,19.72
1,28,2018-01-06,70.08
1,29,2018-01-06,58.9
1,30,2018-01-06,32.87
1,31,2018-01-06,44.68
1,32,2018-01-06,34.95
1,33,2018-01-06,58.41
1,34,2018-01-06,24.22
1,35,2018-01-06,52.73
1,36,2018-01-06,66.06
1,37,2018-01-06,21.22
1,38,2018-01-06,68.25
1,39,2018-01-06,35.43
1,40,2018-01-06,25.51
1,41,2018-01-06,19.73
1,42,2018-01-06,28.4
1,43,2018-01-06,43.48
1,44,2018-01-06,24.01
1,45,2018-01-06,63.53
1,46,2018-01-06,49.6
1,47,2018-01-06,16.46
1,48,2018-01-06,44.78
1,49,2018-01-06,26.68
1,50,2018-01-06,55.29
2,1,2018-01-06,25.22
2,2,2018-01-06,64.42
2,3,2018-01-06,42.71
2,4,2018-01-06,27.85
2,5,2018-01-06,20.89
2,6,2018-01-06,63.87
2,7,2018-01-06,69.17
2,8,2018-01-06,87.17
2,9,2018-01-06,61.09
2,10,2018-01-06,83.86
2,11,2018-01-06,80.91
2,12,2018-01-06,80.0
2,13,2018-01-06,95.08
2,14,2018-01-06,66.42
2,15,2018-01-06,95.68
2,16,2018-01-06,27.0
2,17,2018-01-06,39.54
2,18,2018-01-06,87.4
2,19,2018-01-06,46.02
2,20,2018-01-06,49.84
2,21,2018-01-06,46.73
2,22,2018-01-06,93.49
2,23,2018-01-06,34.61
2,24,2018-01-06,74.33
2,25,2018-01-06,92.43
2,26,2018-01-06,60.0
2,27,2018-01-06,29.57
2,28,2018-01-06,94.0
2,29,2018-01-06,78.91
2,30,2018-01-06,46.0
2,31,2018-01-06,68.22
2,32,2018-01-06,55.78
2,33,2018-01-06,80.46
2,34,2018-01-06,30.49
2,35,2018-01-06,79.52
2,36,2018-01-06,87.74
2,37,2018-01-06,30.58
2,38,2018-01-06,93.58
2,39,2018-01-06,51.2
2,40,2018-01-06,37.93
2,41,2018-01-06,25.58
2,42,2018-01-06,48.47
2,43,2018-01-06,62.93
2,44,2018-01-06,31.15
2,45,2018-01-06,92.85
2,46,2018-01-06,67.26
2,47,2018-01-06,25.36
2,48,2018-01-06,60.95
2,49,2018-01-06,34.09
2,50,2018-01-06,73.27
3,1,2018-01-06,22.35
3,2,2018-01-06,61.76
3,3,2018-01-06,33.61
3,4,2018-01-06,22.66
3,5,2018-01-06,20.12
3,6,2018-01-06,59.12
3,7,2018-01-06,60.88
3,8,2018-01-06,79.11
3,9,2018-01-06,55.91
3,10,2018-01-06,69.44
3,11,2018-01-06,73.07
3,12,2018-01-06,71.67
3,13,2018-01-06,87.33
3,14,2018-01-06,65.83
3,15,2018-01-06,89.16
3,16,2018-01-06,30.89
3,17,2018-01-06,35.16
3,18,2018-01-06,84.01
3,19,2018-01-06,40.71
3,20,2018-01-06,51.89
3,21,2018-01-06,42.41
3,22,2018-01-06,82.86
3,23,2018-01-06,31.87
3,24,2018-01-06,77.22
3,25,2018-01-06,82.83
3,26,2018-01-06,47.98
3,27,2018-01-06,26.14
3,28,2018-01-06,85.79
3,29,2018-01-06,73.41
3,30,2018-01-06,46.25
3,31,2018-01-06,60.98
3,32,2018-01-06,48.99
3,33,2018-01-06,76.12
3,34,2018-01-06,30.67
3,35,2018-01-06,75.64
3,36,2018-01-06,80.38
3,37,2018-01-06,32.37
3,38,2018-01-06,83.85
3,39,2018-01-06,47.62
3,40,2018-01-06,32.92
3,41,2018-01-06,23.79
3,42,2018-01-06,37.85
3,43,2018-01-06,51.86
3,44,2018-01-06,30.9
3,45,2018-01-06,80.32
3,46,2018-01-06,62.31
3,47,2018-01-06,23.49
3,48,2018-01-06,54.97
3,49,2018-01-06,33.85
3,50,2018-01-06,69.04
4,1,2018-01-06,22.07
4,2,2018-01-06,54.32
4,3,2018-01-06,40.64
4,4,2018-01-06,24.47
4,5,2018-01-06,17.95
4,6,2018-01-06,54.64
4,7,2018-01-06,57.56
4,8,2018-01-06,74.45
4,9,2018-01-06,49.67
4,10,2018-01-06,67.66
4,11,2018-01-06,71.84
4,12,2018-01-06,68.04
4,13,2018-01-06,86.24
4,14,2018-01-06,57.11
4,15,2018-01-06,82.95
4,16,2018-01-06,23.96
4,17,2018-01-06,27.82
4,18,2018-01-06,83.95
4,19,2018-01-06,41.16
4,20,2018-01-06,45.4
4,21,2018-01-06,40.8
4,22,2018-01-06,79.86
4,23,2018-01-06,26.3
4,24,2018-01-06,60.14
4,25,2018-01-06,80.23
4,26,2018-01-06,46.57
4,27,2018-01-06,21.03
4,28,2018-01-06,83.82
4,29,2018-01-06,68.14
4,30,2018-01-06,38.7
4,31,2018-01-06,62.32
4,32,2018-01-06,43.2
4,33,2018-01-06,67.94
4,34,2018-01-06,26.7
4,35,2018-01-06,57.15
4,36,2018-01-06,76.02
4,37,2018-01-06,29.7
4,38,2018-01-06,76.82
4,39,2018-01-06,42.9
4,40,2018-01-06,26.46
4,41,2018-01-06,23.04
4,42,2018-01-06,34.57
4,43,2018-01-06,50.05
4,44,2018-01-06,30.32
4,45,2018-01-06,72.95
4,46,2018-01-06,58.69
4,47,2018-01-06,23.36
4,48,2018-01-06,46.94
4,49,2018-01-06,27.7
4,50,2018-01-06,63.34
5,1,2018-01-06,17.34
5,2,2018-01-06,38.63
5,3,2018-01-06,26.31
5,4,2018-01-06,15.93
5,5,2018-01-06,13.88
5,6,2018-01-06,38.84
5,7,2018-01-06,39.82
5,8,2018-01-06,58.86
5,9,2018-01-06,37.31
5,10,2018-01-06,52.43
5,11,2018-01-06,49.39
5,12,2018-01-06,44.8
5,13,2018-01-06,55.4
5,14,2018-01-06,45.81
5,15,2018-01-06,66.32
5,16,2018-01-06,16.81
5,17,2018-01-06,21.57
5,18,2018-01-06,57.57
5,19,2018-01-06,27.39
5,20,2018-01-06,33.43
5,21,2018-01-06,26.8
5,22,2018-01-06,54.88
5,23,2018-01-06,17.89
5,24,2018-01-06,43.02
5,25,2018-01-06,56.17
5,26,2018-01-06,32.9
5,27,2018-01-06,16.0
5,28,2018-01-06,66.84
5,29,2018-01-06,49.19
5,30,2018-01-06,29.91
5,31,2018-01-06,38.68
5,32,2018-01-06,30.18
5,33,2018-01-06,43.54
5,34,2018-01-06,16.07
5,35,2018-01-06,46.01
5,36,2018-01-06,54.6
5,37,2018-01-06,19.92
5,38,2018-01-06,58.37
5,39,2018-01-06,30.16
5,40,2018-01-06,18.78
5,41,2018-01-06,16.48
5,42,2018-01-06,25.92
5,43,2018-01-06,34.36
5,44,2018-01-06,20.65
5,45,2018-01-06,56.16
5,46,2018-01-06,42.47
5,47,2018-01-06,15.1
5,48,2018-01-06,39.61
5,49,2018-01-06,18.89
5,50,2018-01-06,44.72
6,1,2018-01-06,13.61
6,2,2018-01-06,42.12
6,3,2018-01-06,29.37
6,4,2018-01-06,12.55
6,5,2018-01-06,13.25
6,6,2018-01-06,38.18
6,7,2018-01-06,44.4
6,8,2018-01-06,55.66
6,9,2018-01-06,44.08
6,10,2018-01-06,53.0
6,11,2018-01-06,50.74
6,12,2018-01-06,49.52
6,13,2018-01-06,58.23
6,14,2018-01-06,38.31
6,15,2018-01-06,59.41
6,16,2018-01-06,17.96
6,17,2018-01-06,22.23
6,18,2018-01-06,58.14
6,19,2018-01-06,26.86
6,20,2018-01-06,34.56
6,21,2018-01-06,29.78
6,22,2018-01-06,56.78
6,23,2018-01-06,20.4
6,24,2018-01-06,47.61
6,25,2018-01-06,56.37
6,26,2018-01-06,35.63
6,27,2018-01-06,14.62
6,28,2018-01-06,62.69
6,29,2018-01-06,43.67
6,30,2018-01-06,26.13
6,31,2018-01-06,37.23
6,32,2018-01-06,30.45
6,33,2018-01-06,52.19
6,34,2018-01-06,19.37
6,35,2018-01-06,48.71
6,36,2018-01-06,52.26
6,37,2018-01-06,19.32
6,38,2018-01-06,58.51
6,39,2018-01-06,29.32
6,40,2018-01-06,22.77
6,41,2018-01-06,16.09
6,42,2018-01-06,25.89
6,43,2018-01-06,33.4
6,44,2018-01-06,19.98
6,45,2018-01-06,54.26
